Query,Match,HMDB,PubChem,ChEBI,KEGG,METLIN,SMILES,Comment
123047,NA,NA,NA,NA,NA,NA,NA,0
123048,NA,NA,NA,NA,NA,NA,NA,0
123049,NA,NA,NA,NA,NA,NA,NA,0
123050,NA,NA,NA,NA,NA,NA,NA,0
123051,NA,NA,NA,NA,NA,NA,NA,0
123052,NA,NA,NA,NA,NA,NA,NA,0
123053,NA,NA,NA,NA,NA,NA,NA,0
123054,NA,NA,NA,NA,NA,NA,NA,0
123055,NA,NA,NA,NA,NA,NA,NA,0
123056,NA,NA,NA,NA,NA,NA,NA,0
123057,NA,NA,NA,NA,NA,NA,NA,0
123058,NA,NA,NA,NA,NA,NA,NA,0
123059,NA,NA,NA,NA,NA,NA,NA,0
123060,NA,NA,NA,NA,NA,NA,NA,0
123061,NA,NA,NA,NA,NA,NA,NA,0
123062,NA,NA,NA,NA,NA,NA,NA,0
123063,NA,NA,NA,NA,NA,NA,NA,0
123064,NA,NA,NA,NA,NA,NA,NA,0
123065,NA,NA,NA,NA,NA,NA,NA,0
123066,NA,NA,NA,NA,NA,NA,NA,0
123067,NA,NA,NA,NA,NA,NA,NA,0
123068,NA,NA,NA,NA,NA,NA,NA,0
123069,NA,NA,NA,NA,NA,NA,NA,0
123033,NA,NA,NA,NA,NA,NA,NA,0
124028,NA,NA,NA,NA,NA,NA,NA,0
124029,NA,NA,NA,NA,NA,NA,NA,0
124030,NA,NA,NA,NA,NA,NA,NA,0
124031,NA,NA,NA,NA,NA,NA,NA,0
124032,NA,NA,NA,NA,NA,NA,NA,0
124033,NA,NA,NA,NA,NA,NA,NA,0
124034,NA,NA,NA,NA,NA,NA,NA,0
124035,NA,NA,NA,NA,NA,NA,NA,0
124036,NA,NA,NA,NA,NA,NA,NA,0
124037,NA,NA,NA,NA,NA,NA,NA,0
124038,NA,NA,NA,NA,NA,NA,NA,0
124039,NA,NA,NA,NA,NA,NA,NA,0
124040,NA,NA,NA,NA,NA,NA,NA,0
124041,NA,NA,NA,NA,NA,NA,NA,0
124042,NA,NA,NA,NA,NA,NA,NA,0
124043,NA,NA,NA,NA,NA,NA,NA,0
124044,NA,NA,NA,NA,NA,NA,NA,0
124045,NA,NA,NA,NA,NA,NA,NA,0
124046,NA,NA,NA,NA,NA,NA,NA,0
124047,NA,NA,NA,NA,NA,NA,NA,0
124048,NA,NA,NA,NA,NA,NA,NA,0
124049,NA,NA,NA,NA,NA,NA,NA,0
124050,NA,NA,NA,NA,NA,NA,NA,0
124051,NA,NA,NA,NA,NA,NA,NA,0
124052,NA,NA,NA,NA,NA,NA,NA,0
124053,NA,NA,NA,NA,NA,NA,NA,0
124054,NA,NA,NA,NA,NA,NA,NA,0
124055,NA,NA,NA,NA,NA,NA,NA,0
124056,NA,NA,NA,NA,NA,NA,NA,0
124057,NA,NA,NA,NA,NA,NA,NA,0
124058,NA,NA,NA,NA,NA,NA,NA,0
124059,NA,NA,NA,NA,NA,NA,NA,0
124027,NA,NA,NA,NA,NA,NA,NA,0
121923,NA,NA,NA,NA,NA,NA,NA,0
121924,NA,NA,NA,NA,NA,NA,NA,0
121925,NA,NA,NA,NA,NA,NA,NA,0
121926,NA,NA,NA,NA,NA,NA,NA,0
121927,NA,NA,NA,NA,NA,NA,NA,0
121928,NA,NA,NA,NA,NA,NA,NA,0
121929,NA,NA,NA,NA,NA,NA,NA,0
121930,NA,NA,NA,NA,NA,NA,NA,0
121931,NA,NA,NA,NA,NA,NA,NA,0
121932,NA,NA,NA,NA,NA,NA,NA,0
121933,NA,NA,NA,NA,NA,NA,NA,0
121934,NA,NA,NA,NA,NA,NA,NA,0
121935,NA,NA,NA,NA,NA,NA,NA,0
121936,NA,NA,NA,NA,NA,NA,NA,0
121937,NA,NA,NA,NA,NA,NA,NA,0
121938,NA,NA,NA,NA,NA,NA,NA,0
121939,NA,NA,NA,NA,NA,NA,NA,0
121940,NA,NA,NA,NA,NA,NA,NA,0
121941,NA,NA,NA,NA,NA,NA,NA,0
121942,NA,NA,NA,NA,NA,NA,NA,0
121943,NA,NA,NA,NA,NA,NA,NA,0
121944,NA,NA,NA,NA,NA,NA,NA,0
121945,NA,NA,NA,NA,NA,NA,NA,0
121946,NA,NA,NA,NA,NA,NA,NA,0
121947,NA,NA,NA,NA,NA,NA,NA,0
121948,NA,NA,NA,NA,NA,NA,NA,0
121949,NA,NA,NA,NA,NA,NA,NA,0
121950,NA,NA,NA,NA,NA,NA,NA,0
121951,NA,NA,NA,NA,NA,NA,NA,0
121952,NA,NA,NA,NA,NA,NA,NA,0
121953,NA,NA,NA,NA,NA,NA,NA,0
121954,NA,NA,NA,NA,NA,NA,NA,0
121955,NA,NA,NA,NA,NA,NA,NA,0
121956,NA,NA,NA,NA,NA,NA,NA,0
121957,NA,NA,NA,NA,NA,NA,NA,0
121958,NA,NA,NA,NA,NA,NA,NA,0
121959,NA,NA,NA,NA,NA,NA,NA,0
121960,NA,NA,NA,NA,NA,NA,NA,0
121961,NA,NA,NA,NA,NA,NA,NA,0
121962,NA,NA,NA,NA,NA,NA,NA,0
121963,NA,NA,NA,NA,NA,NA,NA,0
121964,NA,NA,NA,NA,NA,NA,NA,0
121965,NA,NA,NA,NA,NA,NA,NA,0
121966,NA,NA,NA,NA,NA,NA,NA,0
121967,NA,NA,NA,NA,NA,NA,NA,0
121968,NA,NA,NA,NA,NA,NA,NA,0
121969,NA,NA,NA,NA,NA,NA,NA,0
121970,NA,NA,NA,NA,NA,NA,NA,0
121971,NA,NA,NA,NA,NA,NA,NA,0
121972,NA,NA,NA,NA,NA,NA,NA,0
121973,NA,NA,NA,NA,NA,NA,NA,0
121974,NA,NA,NA,NA,NA,NA,NA,0
121975,NA,NA,NA,NA,NA,NA,NA,0
121922,NA,NA,NA,NA,NA,NA,NA,0
121976,NA,NA,NA,NA,NA,NA,NA,0
121977,NA,NA,NA,NA,NA,NA,NA,0
121978,NA,NA,NA,NA,NA,NA,NA,0
121979,NA,NA,NA,NA,NA,NA,NA,0
121980,NA,NA,NA,NA,NA,NA,NA,0
121981,NA,NA,NA,NA,NA,NA,NA,0
121982,NA,NA,NA,NA,NA,NA,NA,0
121983,NA,NA,NA,NA,NA,NA,NA,0
121984,NA,NA,NA,NA,NA,NA,NA,0
121985,NA,NA,NA,NA,NA,NA,NA,0
121986,NA,NA,NA,NA,NA,NA,NA,0
121987,NA,NA,NA,NA,NA,NA,NA,0
122732,NA,NA,NA,NA,NA,NA,NA,0
122733,NA,NA,NA,NA,NA,NA,NA,0
122734,NA,NA,NA,NA,NA,NA,NA,0
122735,NA,NA,NA,NA,NA,NA,NA,0
122736,NA,NA,NA,NA,NA,NA,NA,0
122737,NA,NA,NA,NA,NA,NA,NA,0
122738,NA,NA,NA,NA,NA,NA,NA,0
122739,NA,NA,NA,NA,NA,NA,NA,0
122740,NA,NA,NA,NA,NA,NA,NA,0
122741,NA,NA,NA,NA,NA,NA,NA,0
122742,NA,NA,NA,NA,NA,NA,NA,0
122743,NA,NA,NA,NA,NA,NA,NA,0
122744,NA,NA,NA,NA,NA,NA,NA,0
122745,NA,NA,NA,NA,NA,NA,NA,0
122746,NA,NA,NA,NA,NA,NA,NA,0
122747,NA,NA,NA,NA,NA,NA,NA,0
122748,NA,NA,NA,NA,NA,NA,NA,0
122749,NA,NA,NA,NA,NA,NA,NA,0
122750,NA,NA,NA,NA,NA,NA,NA,0
122751,NA,NA,NA,NA,NA,NA,NA,0
122752,NA,NA,NA,NA,NA,NA,NA,0
122753,NA,NA,NA,NA,NA,NA,NA,0
122754,NA,NA,NA,NA,NA,NA,NA,0
122755,NA,NA,NA,NA,NA,NA,NA,0
122756,NA,NA,NA,NA,NA,NA,NA,0
122757,NA,NA,NA,NA,NA,NA,NA,0
122758,NA,NA,NA,NA,NA,NA,NA,0
122759,NA,NA,NA,NA,NA,NA,NA,0
122760,NA,NA,NA,NA,NA,NA,NA,0
122761,NA,NA,NA,NA,NA,NA,NA,0
122762,NA,NA,NA,NA,NA,NA,NA,0
122763,NA,NA,NA,NA,NA,NA,NA,0
122764,NA,NA,NA,NA,NA,NA,NA,0
122765,NA,NA,NA,NA,NA,NA,NA,0
122766,NA,NA,NA,NA,NA,NA,NA,0
122767,NA,NA,NA,NA,NA,NA,NA,0
122768,NA,NA,NA,NA,NA,NA,NA,0
122769,NA,NA,NA,NA,NA,NA,NA,0
122770,NA,NA,NA,NA,NA,NA,NA,0
122731,NA,NA,NA,NA,NA,NA,NA,0
123071,NA,NA,NA,NA,NA,NA,NA,0
123072,NA,NA,NA,NA,NA,NA,NA,0
123073,NA,NA,NA,NA,NA,NA,NA,0
123074,NA,NA,NA,NA,NA,NA,NA,0
123075,NA,NA,NA,NA,NA,NA,NA,0
123076,NA,NA,NA,NA,NA,NA,NA,0
123077,NA,NA,NA,NA,NA,NA,NA,0
123078,NA,NA,NA,NA,NA,NA,NA,0
123079,NA,NA,NA,NA,NA,NA,NA,0
123080,NA,NA,NA,NA,NA,NA,NA,0
123081,NA,NA,NA,NA,NA,NA,NA,0
123082,NA,NA,NA,NA,NA,NA,NA,0
123083,NA,NA,NA,NA,NA,NA,NA,0
123084,NA,NA,NA,NA,NA,NA,NA,0
123085,NA,NA,NA,NA,NA,NA,NA,0
123086,NA,NA,NA,NA,NA,NA,NA,0
123087,NA,NA,NA,NA,NA,NA,NA,0
123088,NA,NA,NA,NA,NA,NA,NA,0
123089,NA,NA,NA,NA,NA,NA,NA,0
123090,NA,NA,NA,NA,NA,NA,NA,0
123091,NA,NA,NA,NA,NA,NA,NA,0
123092,NA,NA,NA,NA,NA,NA,NA,0
123093,NA,NA,NA,NA,NA,NA,NA,0
123094,NA,NA,NA,NA,NA,NA,NA,0
123095,NA,NA,NA,NA,NA,NA,NA,0
123096,NA,NA,NA,NA,NA,NA,NA,0
123097,NA,NA,NA,NA,NA,NA,NA,0
123098,NA,NA,NA,NA,NA,NA,NA,0
123099,NA,NA,NA,NA,NA,NA,NA,0
123100,NA,NA,NA,NA,NA,NA,NA,0
123101,NA,NA,NA,NA,NA,NA,NA,0
123102,NA,NA,NA,NA,NA,NA,NA,0
123103,NA,NA,NA,NA,NA,NA,NA,0
123104,NA,NA,NA,NA,NA,NA,NA,0
123105,NA,NA,NA,NA,NA,NA,NA,0
123106,NA,NA,NA,NA,NA,NA,NA,0
123070,NA,NA,NA,NA,NA,NA,NA,0
124061,NA,NA,NA,NA,NA,NA,NA,0
124062,NA,NA,NA,NA,NA,NA,NA,0
124063,NA,NA,NA,NA,NA,NA,NA,0
124064,NA,NA,NA,NA,NA,NA,NA,0
124065,NA,NA,NA,NA,NA,NA,NA,0
124066,NA,NA,NA,NA,NA,NA,NA,0
124067,NA,NA,NA,NA,NA,NA,NA,0
124068,NA,NA,NA,NA,NA,NA,NA,0
124069,NA,NA,NA,NA,NA,NA,NA,0
124070,NA,NA,NA,NA,NA,NA,NA,0
124071,NA,NA,NA,NA,NA,NA,NA,0
124072,NA,NA,NA,NA,NA,NA,NA,0
124073,NA,NA,NA,NA,NA,NA,NA,0
124074,NA,NA,NA,NA,NA,NA,NA,0
124075,NA,NA,NA,NA,NA,NA,NA,0
124076,NA,NA,NA,NA,NA,NA,NA,0
124077,NA,NA,NA,NA,NA,NA,NA,0
124078,NA,NA,NA,NA,NA,NA,NA,0
124079,NA,NA,NA,NA,NA,NA,NA,0
124080,NA,NA,NA,NA,NA,NA,NA,0
124081,NA,NA,NA,NA,NA,NA,NA,0
124082,NA,NA,NA,NA,NA,NA,NA,0
124083,NA,NA,NA,NA,NA,NA,NA,0
124084,NA,NA,NA,NA,NA,NA,NA,0
124085,NA,NA,NA,NA,NA,NA,NA,0
124086,NA,NA,NA,NA,NA,NA,NA,0
124087,NA,NA,NA,NA,NA,NA,NA,0
124088,NA,NA,NA,NA,NA,NA,NA,0
124089,NA,NA,NA,NA,NA,NA,NA,0
124090,NA,NA,NA,NA,NA,NA,NA,0
124091,NA,NA,NA,NA,NA,NA,NA,0
124092,NA,NA,NA,NA,NA,NA,NA,0
124093,NA,NA,NA,NA,NA,NA,NA,0
124060,NA,NA,NA,NA,NA,NA,NA,0
121988,NA,NA,NA,NA,NA,NA,NA,0
121989,NA,NA,NA,NA,NA,NA,NA,0
121990,NA,NA,NA,NA,NA,NA,NA,0
121991,NA,NA,NA,NA,NA,NA,NA,0
121992,NA,NA,NA,NA,NA,NA,NA,0
121993,NA,NA,NA,NA,NA,NA,NA,0
121994,NA,NA,NA,NA,NA,NA,NA,0
121995,NA,NA,NA,NA,NA,NA,NA,0
121996,NA,NA,NA,NA,NA,NA,NA,0
121997,NA,NA,NA,NA,NA,NA,NA,0
121998,NA,NA,NA,NA,NA,NA,NA,0
121999,NA,NA,NA,NA,NA,NA,NA,0
122000,NA,NA,NA,NA,NA,NA,NA,0
122001,NA,NA,NA,NA,NA,NA,NA,0
122002,NA,NA,NA,NA,NA,NA,NA,0
122003,NA,NA,NA,NA,NA,NA,NA,0
122004,NA,NA,NA,NA,NA,NA,NA,0
122005,NA,NA,NA,NA,NA,NA,NA,0
122006,NA,NA,NA,NA,NA,NA,NA,0
122007,NA,NA,NA,NA,NA,NA,NA,0
122008,NA,NA,NA,NA,NA,NA,NA,0
122009,NA,NA,NA,NA,NA,NA,NA,0
122010,NA,NA,NA,NA,NA,NA,NA,0
122011,NA,NA,NA,NA,NA,NA,NA,0
122012,NA,NA,NA,NA,NA,NA,NA,0
122013,NA,NA,NA,NA,NA,NA,NA,0
122014,NA,NA,NA,NA,NA,NA,NA,0
122015,NA,NA,NA,NA,NA,NA,NA,0
122016,NA,NA,NA,NA,NA,NA,NA,0
122017,NA,NA,NA,NA,NA,NA,NA,0
122018,NA,NA,NA,NA,NA,NA,NA,0
122019,NA,NA,NA,NA,NA,NA,NA,0
122020,NA,NA,NA,NA,NA,NA,NA,0
122021,NA,NA,NA,NA,NA,NA,NA,0
122022,NA,NA,NA,NA,NA,NA,NA,0
122023,NA,NA,NA,NA,NA,NA,NA,0
122024,NA,NA,NA,NA,NA,NA,NA,0
122025,NA,NA,NA,NA,NA,NA,NA,0
122026,NA,NA,NA,NA,NA,NA,NA,0
122027,NA,NA,NA,NA,NA,NA,NA,0
122028,NA,NA,NA,NA,NA,NA,NA,0
122029,NA,NA,NA,NA,NA,NA,NA,0
122030,NA,NA,NA,NA,NA,NA,NA,0
122031,NA,NA,NA,NA,NA,NA,NA,0
122032,NA,NA,NA,NA,NA,NA,NA,0
122033,NA,NA,NA,NA,NA,NA,NA,0
122034,NA,NA,NA,NA,NA,NA,NA,0
122035,NA,NA,NA,NA,NA,NA,NA,0
122036,NA,NA,NA,NA,NA,NA,NA,0
122037,NA,NA,NA,NA,NA,NA,NA,0
122038,NA,NA,NA,NA,NA,NA,NA,0
122039,NA,NA,NA,NA,NA,NA,NA,0
122040,NA,NA,NA,NA,NA,NA,NA,0
122041,NA,NA,NA,NA,NA,NA,NA,0
122042,NA,NA,NA,NA,NA,NA,NA,0
122043,NA,NA,NA,NA,NA,NA,NA,0
122044,NA,NA,NA,NA,NA,NA,NA,0
122045,NA,NA,NA,NA,NA,NA,NA,0
122046,NA,NA,NA,NA,NA,NA,NA,0
122047,NA,NA,NA,NA,NA,NA,NA,0
122048,NA,NA,NA,NA,NA,NA,NA,0
122049,NA,NA,NA,NA,NA,NA,NA,0
122050,NA,NA,NA,NA,NA,NA,NA,0
122051,NA,NA,NA,NA,NA,NA,NA,0
122052,NA,NA,NA,NA,NA,NA,NA,0
122053,NA,NA,NA,NA,NA,NA,NA,0
122054,NA,NA,NA,NA,NA,NA,NA,0
125420,NA,NA,NA,NA,NA,NA,NA,0
125421,NA,NA,NA,NA,NA,NA,NA,0
125422,NA,NA,NA,NA,NA,NA,NA,0
125423,NA,NA,NA,NA,NA,NA,NA,0
125424,NA,NA,NA,NA,NA,NA,NA,0
125425,NA,NA,NA,NA,NA,NA,NA,0
125426,NA,NA,NA,NA,NA,NA,NA,0
125427,"(1R)-5-[2-[(1R,7Ar)-1-[(2R)-6-hydroxy-6-methylheptan-2-yl]-7a-methyl-2,3,3a,5,6,7-hexahydro-1H-inden-4-ylidene]ethylidene]-4-methylidenecyclohexane-1,3-diol",HMDB0242363,2524,125427,NA,NA,CC(CCCC(C)(C)O)C1CCC2C(CCCC12C)=CC=C1CC(O)CC(O)C1=C,1
125429,Etomoxir,HMDB0252113,123823,125429,NA,NA,CCOC(=O)C1(CCCCCCOC2=CC=C(Cl)C=C2)CO1,1
125430,NA,NA,NA,NA,NA,NA,NA,0
125431,NA,NA,NA,NA,NA,NA,NA,0
125432,NA,NA,NA,NA,NA,NA,NA,0
125433,NA,NA,NA,NA,NA,NA,NA,0
125434,NA,NA,NA,NA,NA,NA,NA,0
125435,NA,NA,NA,NA,NA,NA,NA,0
125436,NA,NA,NA,NA,NA,NA,NA,0
125437,NA,NA,NA,NA,NA,NA,NA,0
125438,NA,NA,NA,NA,NA,NA,NA,0
125439,NA,NA,NA,NA,NA,NA,NA,0
125440,3-(1-Propyl-3-piperidinyl)phenol,HMDB0245975,55445,125440,NA,NA,CCCN1CCCC(C1)C1=CC(O)=CC=C1,1
125441,NA,NA,NA,NA,NA,NA,NA,0
125442,NA,NA,NA,NA,NA,NA,NA,0
125443,NA,NA,NA,NA,NA,NA,NA,0
125444,NA,NA,NA,NA,NA,NA,NA,0
125445,NA,NA,NA,NA,NA,NA,NA,0
125446,NA,NA,NA,NA,NA,NA,NA,0
125447,NA,NA,NA,NA,NA,NA,NA,0
125448,NA,NA,NA,NA,NA,NA,NA,0
125449,"5-Amino-1-[(2R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]imidazole-4-carboxamide",HMDB0248904,266934,125449,NA,NA,NC(=O)C1=C(N)N(C=N1)C1OC(CO)C(O)C1O,1
125450,NA,NA,NA,NA,NA,NA,NA,0
125451,NA,NA,NA,NA,NA,NA,NA,0
125452,NA,NA,NA,NA,NA,NA,NA,0
125453,NA,NA,NA,NA,NA,NA,NA,0
125454,NA,NA,NA,NA,NA,NA,NA,0
125455,NA,NA,NA,NA,NA,NA,NA,0
125456,NA,NA,NA,NA,NA,NA,NA,0
125457,NA,NA,NA,NA,NA,NA,NA,0
125458,NA,NA,NA,NA,NA,NA,NA,0
125459,NA,NA,NA,NA,NA,NA,NA,0
125460,NA,NA,NA,NA,NA,NA,NA,0
125461,NA,NA,NA,NA,NA,NA,NA,0
125462,"(11S)-11-Methyl-15,17-bis(oxidanyl)-12-oxabicyclo[12.4.0]octadeca-1(18),2,14,16-tetraene-7,13-dione",HMDB0258416,165628,125462,NA,NA,CC1CCCC(=O)CCCC=CC2=CC(O)=CC(O)=C2C(=O)O1,1
125463,NA,NA,NA,NA,NA,NA,NA,0
125464,NA,NA,NA,NA,NA,NA,NA,0
125465,NA,NA,NA,NA,NA,NA,NA,0
125466,NA,NA,NA,NA,NA,NA,NA,0
125467,NA,NA,NA,NA,NA,NA,NA,0
125468,NA,NA,NA,NA,NA,NA,NA,0
125470,NA,NA,NA,NA,NA,NA,NA,0
125471,NA,NA,NA,NA,NA,NA,NA,0
125472,NA,NA,NA,NA,NA,NA,NA,0
125473,NA,NA,NA,NA,NA,NA,NA,0
125474,NA,NA,NA,NA,NA,NA,NA,0
125475,NA,NA,NA,NA,NA,NA,NA,0
125476,NA,NA,NA,NA,NA,NA,NA,0
125477,NA,NA,NA,NA,NA,NA,NA,0
125478,NA,NA,NA,NA,NA,NA,NA,0
125479,NA,NA,NA,NA,NA,NA,NA,0
125480,NA,NA,NA,NA,NA,NA,NA,0
125481,NA,NA,NA,NA,NA,NA,NA,0
125482,NA,NA,NA,NA,NA,NA,NA,0
125483,NA,NA,NA,NA,NA,NA,NA,0
125484,NA,NA,NA,NA,NA,NA,NA,0
125485,NA,NA,NA,NA,NA,NA,NA,0
125486,NA,NA,NA,NA,NA,NA,NA,0
125487,NA,NA,NA,NA,NA,NA,NA,0
125488,NA,NA,NA,NA,NA,NA,NA,0
125935,NA,NA,NA,NA,NA,NA,NA,0
125936,NA,NA,NA,NA,NA,NA,NA,0
125937,NA,NA,NA,NA,NA,NA,NA,0
125938,NA,NA,NA,NA,NA,NA,NA,0
125939,NA,NA,NA,NA,NA,NA,NA,0
125940,NA,NA,NA,NA,NA,NA,NA,0
125941,NA,NA,NA,NA,NA,NA,NA,0
125942,NA,NA,NA,NA,NA,NA,NA,0
125943,NA,NA,NA,NA,NA,NA,NA,0
125944,NA,NA,NA,NA,NA,NA,NA,0
125945,NA,NA,NA,NA,NA,NA,NA,0
125946,NA,NA,NA,NA,NA,NA,NA,0
125947,NA,NA,NA,NA,NA,NA,NA,0
125948,NA,NA,NA,NA,NA,NA,NA,0
125949,NA,NA,NA,NA,NA,NA,NA,0
125950,NA,NA,NA,NA,NA,NA,NA,0
125951,NA,NA,NA,NA,NA,NA,NA,0
125952,NA,NA,NA,NA,NA,NA,NA,0
125953,NA,NA,NA,NA,NA,NA,NA,0
125954,NA,NA,NA,NA,NA,NA,NA,0
125955,NA,NA,NA,NA,NA,NA,NA,0
125956,NA,NA,NA,NA,NA,NA,NA,0
125957,NA,NA,NA,NA,NA,NA,NA,0
125958,NA,NA,NA,NA,NA,NA,NA,0
125959,NA,NA,NA,NA,NA,NA,NA,0
125960,NA,NA,NA,NA,NA,NA,NA,0
125961,NA,NA,NA,NA,NA,NA,NA,0
125962,NA,NA,NA,NA,NA,NA,NA,0
125963,NA,NA,NA,NA,NA,NA,NA,0
125964,NA,NA,NA,NA,NA,NA,NA,0
125965,NA,NA,NA,NA,NA,NA,NA,0
125966,NA,NA,NA,NA,NA,NA,NA,0
125967,NA,NA,NA,NA,NA,NA,NA,0
125968,NA,NA,NA,NA,NA,NA,NA,0
125969,NA,NA,NA,NA,NA,NA,NA,0
125970,NA,NA,NA,NA,NA,NA,NA,0
125971,NA,NA,NA,NA,NA,NA,NA,0
125972,NA,NA,NA,NA,NA,NA,NA,0
125973,NA,NA,NA,NA,NA,NA,NA,0
125974,NA,NA,NA,NA,NA,NA,NA,0
125975,NA,NA,NA,NA,NA,NA,NA,0
125976,NA,NA,NA,NA,NA,NA,NA,0
125934,NA,NA,NA,NA,NA,NA,NA,0
126924,NA,NA,NA,NA,NA,NA,NA,0
126925,NA,NA,NA,NA,NA,NA,NA,0
126926,NA,NA,NA,NA,NA,NA,NA,0
126927,NA,NA,NA,NA,NA,NA,NA,0
126928,NA,NA,NA,NA,NA,NA,NA,0
126929,NA,NA,NA,NA,NA,NA,NA,0
126930,NA,NA,NA,NA,NA,NA,NA,0
126931,NA,NA,NA,NA,NA,NA,NA,0
126932,NA,NA,NA,NA,NA,NA,NA,0
126933,NA,NA,NA,NA,NA,NA,NA,0
126934,NA,NA,NA,NA,NA,NA,NA,0
126935,NA,NA,NA,NA,NA,NA,NA,0
126936,NA,NA,NA,NA,NA,NA,NA,0
126937,NA,NA,NA,NA,NA,NA,NA,0
126938,NA,NA,NA,NA,NA,NA,NA,0
126939,NA,NA,NA,NA,NA,NA,NA,0
126940,NA,NA,NA,NA,NA,NA,NA,0
126941,NA,NA,NA,NA,NA,NA,NA,0
126942,NA,NA,NA,NA,NA,NA,NA,0
126943,NA,NA,NA,NA,NA,NA,NA,0
126944,NA,NA,NA,NA,NA,NA,NA,0
126945,NA,NA,NA,NA,NA,NA,NA,0
126946,NA,NA,NA,NA,NA,NA,NA,0
126947,NA,NA,NA,NA,NA,NA,NA,0
126948,NA,NA,NA,NA,NA,NA,NA,0
126949,NA,NA,NA,NA,NA,NA,NA,0
126950,NA,NA,NA,NA,NA,NA,NA,0
126951,NA,NA,NA,NA,NA,NA,NA,0
126952,NA,NA,NA,NA,NA,NA,NA,0
126953,NA,NA,NA,NA,NA,NA,NA,0
126954,NA,NA,NA,NA,NA,NA,NA,0
126955,NA,NA,NA,NA,NA,NA,NA,0
126956,NA,NA,NA,NA,NA,NA,NA,0
126957,NA,NA,NA,NA,NA,NA,NA,0
126958,NA,NA,NA,NA,NA,NA,NA,0
126959,NA,NA,NA,NA,NA,NA,NA,0
126960,NA,NA,NA,NA,NA,NA,NA,0
126961,NA,NA,NA,NA,NA,NA,NA,0
126962,NA,NA,NA,NA,NA,NA,NA,0
126923,NA,NA,NA,NA,NA,NA,NA,0
124678,NA,NA,NA,NA,NA,NA,NA,0
124679,NA,NA,NA,NA,NA,NA,NA,0
124680,NA,NA,NA,NA,NA,NA,NA,0
124681,NA,NA,NA,NA,NA,NA,NA,0
124682,NA,NA,NA,NA,NA,NA,NA,0
124683,NA,NA,NA,NA,NA,NA,NA,0
124684,NA,NA,NA,NA,NA,NA,NA,0
124685,NA,NA,NA,NA,NA,NA,NA,0
124686,NA,NA,NA,NA,NA,NA,NA,0
124687,NA,NA,NA,NA,NA,NA,NA,0
124688,NA,NA,NA,NA,NA,NA,NA,0
124689,NA,NA,NA,NA,NA,NA,NA,0
124690,NA,NA,NA,NA,NA,NA,NA,0
124691,NA,NA,NA,NA,NA,NA,NA,0
124692,NA,NA,NA,NA,NA,NA,NA,0
124693,NA,NA,NA,NA,NA,NA,NA,0
124694,NA,NA,NA,NA,NA,NA,NA,0
124695,NA,NA,NA,NA,NA,NA,NA,0
124696,NA,NA,NA,NA,NA,NA,NA,0
124697,NA,NA,NA,NA,NA,NA,NA,0
124698,NA,NA,NA,NA,NA,NA,NA,0
124699,NA,NA,NA,NA,NA,NA,NA,0
124700,NA,NA,NA,NA,NA,NA,NA,0
124701,NA,NA,NA,NA,NA,NA,NA,0
124702,NA,NA,NA,NA,NA,NA,NA,0
124703,NA,NA,NA,NA,NA,NA,NA,0
124704,NA,NA,NA,NA,NA,NA,NA,0
124705,NA,NA,NA,NA,NA,NA,NA,0
124706,NA,NA,NA,NA,NA,NA,NA,0
124707,NA,NA,NA,NA,NA,NA,NA,0
124708,NA,NA,NA,NA,NA,NA,NA,0
124709,NA,NA,NA,NA,NA,NA,NA,0
124710,NA,NA,NA,NA,NA,NA,NA,0
124711,NA,NA,NA,NA,NA,NA,NA,0
124712,NA,NA,NA,NA,NA,NA,NA,0
124677,NA,NA,NA,NA,NA,NA,NA,0
125977,NA,NA,NA,NA,NA,NA,NA,0
125978,NA,NA,NA,NA,NA,NA,NA,0
125979,NA,NA,NA,NA,NA,NA,NA,0
125980,NA,NA,NA,NA,NA,NA,NA,0
125981,NA,NA,NA,NA,NA,NA,NA,0
125982,NA,NA,NA,NA,NA,NA,NA,0
125983,NA,NA,NA,NA,NA,NA,NA,0
125984,NA,NA,NA,NA,NA,NA,NA,0
125985,NA,NA,NA,NA,NA,NA,NA,0
125986,NA,NA,NA,NA,NA,NA,NA,0
125987,NA,NA,NA,NA,NA,NA,NA,0
125988,NA,NA,NA,NA,NA,NA,NA,0
125989,NA,NA,NA,NA,NA,NA,NA,0
125990,NA,NA,NA,NA,NA,NA,NA,0
125991,NA,NA,NA,NA,NA,NA,NA,0
125992,NA,NA,NA,NA,NA,NA,NA,0
125993,NA,NA,NA,NA,NA,NA,NA,0
125994,NA,NA,NA,NA,NA,NA,NA,0
125995,NA,NA,NA,NA,NA,NA,NA,0
125996,NA,NA,NA,NA,NA,NA,NA,0
125997,NA,NA,NA,NA,NA,NA,NA,0
125998,NA,NA,NA,NA,NA,NA,NA,0
125999,NA,NA,NA,NA,NA,NA,NA,0
126000,NA,NA,NA,NA,NA,NA,NA,0
126001,NA,NA,NA,NA,NA,NA,NA,0
126002,NA,NA,NA,NA,NA,NA,NA,0
126003,NA,NA,NA,NA,NA,NA,NA,0
126004,NA,NA,NA,NA,NA,NA,NA,0
126005,NA,NA,NA,NA,NA,NA,NA,0
126006,NA,NA,NA,NA,NA,NA,NA,0
126007,NA,NA,NA,NA,NA,NA,NA,0
