Query,Match,HMDB,PubChem,ChEBI,KEGG,METLIN,SMILES,Comment
116962,fosinoprilat,NA,NA,116962,NA,NA,[H][C@]1(C[C@H](N(C1)C(=O)CP(O)(=O)CCCCc1ccccc1)C(O)=O)C1CCCCC1,1
11750,NA,NA,NA,NA,NA,NA,NA,0
11805,NA,NA,NA,NA,NA,NA,NA,0
11851,NA,NA,NA,NA,NA,NA,NA,0
11892,NA,NA,NA,NA,NA,NA,NA,0
12071,NA,NA,NA,NA,NA,NA,NA,0
12387,Fucose 1-phosphate,HMDB0001265,65369,12387,C02985,6120,C[C@@H]1O[C@H](OP(O)(O)=O)[C@@H](O)[C@H](O)[C@@H]1O,1
125616,"3-[2-(4-Fluorophenyl)ethylamino]-1-methyl-4-(2-methyl-1H-indol-3-yl)pyrrole-2,5-dione",HMDB0253403,25209788,125616,NA,NA,CN1C(=O)C(NCCC2=CC=C(F)C=C2)=C(C1=O)C1=C(C)NC2=CC=CC=C12,1
128769,NA,NA,NA,NA,NA,NA,NA,0
1294,"20a,22b-Dihydroxycholesterol",HMDB0006763,53477897,1294,C05501,NA,[H][C@@]12CC[C@]([H])([C@@](C)(O)[C@H](O)CCC(C)C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2CC(O)CC[C@]12C,1
1301,22S-hydroxycholesterol,NA,168038,1301,NA,NA,CC(C)CC(O)(C)1CC23CC=C4C(O)CC4(C)3CC21C,1
13115,NA,NA,NA,NA,NA,NA,NA,0
131617,18-oxo-Resolvin E1,NA,25242251,131617,NA,NA,CCC(=O)/C=C/C=C\C(O)/C=C/C=C/C=C\(O)CCCC(=O)O,1
13166,Sec-tRNA(Sec),NA,NA,13166,NA,NA,NA,1
13170,Ser-tRNA(Sec),NA,NA,13170,NA,NA,NA,1
131727,hydroxylipid,NA,NA,131727,NA,NA,O*,1
131825,"8,5'-cyclo-2'-deoxyadenosine",NA,11172711,131825,NA,NA,[C@H]12N3C=4N=CN=C(C4N=C3[C@H]([C@]([C@H](C1)O)(O2)[H])O)N,1
131882,SB-590885,NA,NA,131882,NA,NA,NA,1
13193,hydrogen acceptor,NA,NA,13193,NA,NA,*,1
132041,Perindoprilat,HMDB0060574,72022,132041,NA,NA,CCC[C@H](N[C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(O)=O)C(O)=O,1
132228,"13S,14S-epoxy-Maresin",NA,72204813,132228,NA,NA,CC/C=C\C/C=C\C1O1/C=C/C=C/C=C\C/C=C\CCC(=O)O,1
132797,8-oxo-Resolvin D1,NA,53477507,132797,NA,NA,CC/C=C\C(O)/C=C/C=C\C=C\C=C\C(=O)(O)C/C=C\CCC(=O)O,1
132800,17-oxo-Resolvin D1,NA,44576257,132800,NA,NA,CC/C=C\CC(=O)/C=C/C=C\C=C\C=C\(O)(O)C/C=C\CCC(=O)O,1
132801,18S-HEPE,NA,52921893,132801,NA,NA,CC(O)/C=C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,1
132802,5S-Hp-18S-HEPE,NA,52921894,132802,NA,NA,CC(O)/C=C/C=C\C/C=C\C/C=C\C=C\(CCCC(=O)O)OO,1
132873,meadowlactone,NA,526795,132873,NA,NA,C1C(OC(CC1)CCCCCCCCCCCCCCC)=O,1
132908,5S-Hp-18R-HEPE,NA,46174067,132908,C18176,NA,CC(O)/C=C/C=C\C/C=C\C/C=C\C=C\(CCCC(=O)O)OO,1
132962,NA,NA,NA,NA,NA,NA,NA,0
132986,sapitinib,NA,NA,132986,NA,NA,O(C1=CC=2C(=NC=NC2NC3=C(C(=CC=C3)Cl)F)C=C1OC)C4CCN(CC(=O)NC)CC4,1
133015,alpha-D-Xyl-(1->3)-beta-D-GlcA-(1->3)-alpha-D-Xyl-(1->3)-beta-D-GlcA,NA,122391250,133015,NA,NA,[C@H]1([C@@H]([C@H]([C@@H](CO1)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C(O)=O)O)O[C@@H]3[C@@H]([C@H]([C@@H](CO3)O)O)O)O)O)O[C@@H]4[C@H]([C@@H](O[C@@H]([C@H]4O)C(O)=O)O)O,1
133066,S-(5-Acetamido-2-hydroxyphenyl)cysteine,HMDB0242116,5233914,133066,NA,NA,CC(=O)NC1=CC=C(O)C(SCC(N)C(O)=O)=C1,1
133067,NA,NA,NA,NA,NA,NA,NA,0
133202,(ADP-D-ribosyl)(n)-acceptor,NA,NA,133202,NA,NA,NA,1
133203,(ADP-D-ribosyl)(n+1)-acceptor,NA,NA,133203,NA,NA,NA,1
133334,NA,NA,NA,NA,NA,NA,NA,0
133435,Acetaminophen mercapturate,HMDB0242140,83967,133435,NA,NA,[H][C@@](CSC1=C(O)C=CC(=C1)N=C(C)O)(N=C(C)O)C(O)=O,1
133438,NA,NA,NA,NA,NA,NA,NA,0
133667,Glycitein 4'-O-glucuronide,HMDB0041740,124202362,133667,NA,NA,COC1=C(O)C=C2OC=C(C3=CC=C(O[C@@H]4O[C@@H]([C@@H](O)[C@H](O)[C@H]4O)C(O)=O)C=C3)C(=O)C2=C1,1
133817,Doxorubicinol,HMDB0041884,83970,133817,NA,NA,COC1=CC=CC2=C1C(=O)C1=C(C(O)=C3C[C@](O)(C[C@H](O[C@H]4C[C@H](N)[C@H](O)[C@H](C)O4)C3=C1O)[C@@H](O)CO)C2=O,1
133907,Hypothiocyanite,HMDB0012974,124985,133907,NA,NA,OSC#N,1
133940,3alpha-(Sulfonatooxy)-5beta-cholan-24-oate,HMDB0242165,122391354,133940,NA,NA,[H][C@@](C)(CCC([O-])=O)[C@@]1([H])CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@@]([H])(CC[C@]4(C)[C@@]3([H])CC[C@]12C)OS([O-])(=O)=O,1
133969,5'-(N(7)-methyl 5'-triphosphoguanosine)-(2'-O-methyl-purine-ribonucleotide)(2-) residue,NA,NA,133969,NA,NA,C1(=O)NC(=NC2=C1[N+](=CN2[C@@H]3O[C@H](COP(OP(OP(OC[C@H]4O[C@H]([C@@H]([C@@H]4O*)OC)*)(=O)[O-])(=O)[O-])(=O)[O-])[C@@H](O)[C@H]3O)C)N,1
133977,NA,NA,NA,NA,NA,NA,NA,0
134020,NA,NA,NA,NA,NA,NA,NA,0
134117,presqualene monophosphate,NA,102330427,134117,NA,NA,[C@@H]1([C@H](/C=C(/CC/C=C(/CCC=C(C)C)\C)\C)[C@@]1(CC/C=C(/CCC=C(C)C)\C)C)COP(O)(O)=O,1
134407,Prostaglandin H3,HMDB0013040,101600091,134407,C00427,NA,CC\C=C/C[C@H](O)\C=C\[C@H]1[C@H]2C[C@H](OO2)[C@@H]1C\C=C/CCCC(O)=O,1
135010,NA,NA,NA,NA,NA,NA,NA,0
135123,NA,NA,NA,NA,NA,NA,NA,0
135349,NA,NA,NA,NA,NA,NA,NA,0
135359,Denopamine,HMDB0250999,NA,135359,NA,NA,COC1=C(OC)C=C(CCNCC(O)C2=CC=C(O)C=C2)C=C1,1
135361,NA,NA,NA,NA,NA,NA,NA,0
135377,Cicloprolol,HMDB0250234,NA,135377,NA,NA,CC(C)NCC(O)COC1=CC=C(OCCOCC2CC2)C=C1,1
135566,NA,NA,NA,NA,NA,NA,NA,0
135654,Imidapril,HMDB0041907,5464343,135654,NA,NA,[H][C@@](C)(N[C@@]([H])(CCC1=CC=CC=C1)C(=O)OCC)C(=O)N1C(=O)N(C)C[C@@]1([H])C(O)=O,1
135720,deflazacort,NA,NA,135720,NA,NA,NA,1
135738,Clevidipine,HMDB0250321,NA,135738,NA,NA,CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(Cl)=C1Cl)C(=O)OC,1
135741,Testosterone undecanoate,HMDB0258862,21873174,135741,NA,NA,CCCCCCCCCCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,1
135756,NA,NA,NA,NA,NA,NA,NA,0
136113,17S-HpDHA,NA,52921992,136113,NA,NA,CC/C=C\C(/C=C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O)OO,1
136352,"(7Z,10Z,13Z,15E,19Z)-17-hydroperoxydocosapentaenoic acid",NA,122198250,136352,NA,NA,OC(CCCCC/C=C\C/C=C\C/C=C\C=C\C(C/C=C\CC)OO)=O,1
136579,NA,NA,NA,NA,NA,NA,NA,0
136721,telomeric repeat-containing RNA,NA,NA,136721,NA,NA,NA,1
136806,"3,5-Dihydroxyanisole",HMDB0132905,71648,136806,NA,NA,COC1=CC(O)=CC(O)=C1,1
137011,Resolvin T1,NA,124202379,137011,NA,NA,CCC(O)/C=C/C=C\C=C\C(O)C/C=C\C=C\C(O)CCCCCC(=O)O,1
137018,Resolvin T3,NA,124202381,137018,NA,NA,CC/C=C\C/C=C\C=C\C(O)C(O)/C=C/C=C\C(O)CCCCCC(=O)O,1
137019,NA,NA,NA,NA,NA,NA,NA,0
137020,Resolvin T4,NA,124202385,137020,NA,NA,CC/C=C\C/C=C\C=C\C(O)C/C=C\C=C\C(O)CCCCCC(=O)O,1
137034,18S-Resolvin E2,NA,52921891,137034,NA,NA,CC(O)/C=C/C=C\C/C=C\C/C=C\C=C\(O)CCCC(=O)O,1
137038,18S-Resolvin E1,NA,52921890,137038,NA,NA,CC(O)/C=C/C=C\C(O)/C=C/C=C/C=C\(O)CCCC(=O)O,1
13705,acetoacetate,HMDB0304256,6971017,13705,NA,NA,CC(=O)CC([O-])=O,1
13719,NA,NA,NA,NA,NA,NA,NA,0
137218,3-methyladenine DNA,NA,NA,137218,NA,NA,NA,1
137346,14R-HDHA,NA,52921999,137346,NA,NA,CC/C=C\C/C=C\C(O)/C=C/C=C\C/C=C\C/C=C\CCC(=O)O,1
137347,14S-HDHA,NA,52921998,137347,NA,NA,CC/C=C\C/C=C\C(O)/C=C/C=C\C/C=C\C/C=C\CCC(=O)O,1
137349,"(4Z,7Z,10Z,12E,14S,16Z,19Z)-14,22-dihydroxydocosahexaenoic acid",NA,126456469,137349,NA,NA,C(C(O)=O)C/C=C\C/C=C\C/C=C\C=C\[C@H](C/C=C\C/C=C\CCO)O,1
137350,NA,NA,NA,NA,NA,NA,NA,0
137354,"14S,21R-diHDHA",NA,52921995,137354,NA,NA,C(O)/C=C\C/C=C\C(O)/C=C/C=C\C/C=C\C/C=C\CCC(=O)O,1
137360,"14S,21S-diHDHA",NA,52921994,137360,NA,NA,C(O)/C=C\C/C=C\C(O)/C=C/C=C\C/C=C\C/C=C\CCC(=O)O,1
137361,"14R,21R-diHDHA",NA,52921997,137361,NA,NA,C(O)/C=C\C/C=C\C(O)/C=C/C=C\C/C=C\C/C=C\CCC(=O)O,1
137368,"14R,21S-diHDHA",NA,52921996,137368,NA,NA,C(O)/C=C\C/C=C\C(O)/C=C/C=C\C/C=C\C/C=C\CCC(=O)O,1
137981,NA,NA,NA,NA,NA,NA,NA,0
138170,Sulfanegen,HMDB0258580,24830990,138170,NA,NA,OC(=O)C1(O)CSC(O)(CS1)C(O)=O,1
138179,AT-Resolvin D1,NA,16126783,138179,NA,NA,CC/C=C\C(O)/C=C/C=C\C=C\C=C\(O)(O)C/C=C\CCC(=O)O,1
138202,NA,NA,NA,NA,NA,NA,NA,0
138206,NA,NA,NA,NA,NA,NA,NA,0
138209,NA,NA,NA,NA,NA,NA,NA,0
138248,Maresin 2,NA,101894912,138248,NA,NA,CC/C=C\C/C=C\C(O)(O)/C=C/C=C/C=C\C/C=C\CCC(=O)O,1
138249,Maresin 1,NA,60201795,138249,NA,NA,CC/C=C\C/C=C\C(O)/C=C\C=C\C=C\(O)C/C=C\CCC(=O)O,1
138261,NA,NA,NA,NA,NA,NA,NA,0
138387,(18S)-hydroperoxyicosapentaenoic acid,NA,NA,138387,NA,NA,NA,1
138412,"N,N'-diphenylthiourea",NA,NA,138412,NA,NA,C1=C(NC(NC=2C=CC=CC2)=S)C=CC=C1,1
138477,NA,NA,NA,NA,NA,NA,NA,0
138490,"5S,6-Ep-18S-HEPE",NA,52921895,138490,NA,NA,CC(O)/C=C/C=C\C/C=C\C=C\C=C\1O1CCCC(=O)O,1
138542,NA,NA,NA,NA,NA,NA,NA,0
138563,5S(6)-epoxy-18(R)-HEPE,NA,NA,138563,NA,NA,NA,1
138565,18R-HpEPE,NA,53477461,138565,NA,NA,CC(/C=C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O)OO,1
138590,17R-HpDHA,NA,53477501,138590,NA,NA,CC/C=C\C(/C=C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O)OO,1
138601,NA,NA,NA,NA,NA,NA,NA,0
138602,7(S)-hydroperoxy-17(R)-hydroxydocosahexaenoic acid,NA,91820303,138602,NA,NA,C(\C/C=C\C=C\[C@H](C/C=C\CCC(=O)O)OO)=C\C=C\[C@H](O)C/C=C\CC,1
138612,NA,NA,NA,NA,NA,NA,NA,0
138613,"7S,8S-epoxy-17R-HDHA",NA,53477503,138613,NA,NA,CC/C=C\C(O)/C=C/C=C\C=C\C=C\1O1C/C=C\CCC(=O)O,1
138614,NA,NA,NA,NA,NA,NA,NA,0
138615,NA,NA,NA,NA,NA,NA,NA,0
138616,NA,NA,NA,NA,NA,NA,NA,0
138617,NA,NA,NA,NA,NA,NA,NA,0
138618,NA,NA,NA,NA,NA,NA,NA,0
138640,NA,NA,NA,NA,NA,NA,NA,0
138641,NA,NA,NA,NA,NA,NA,NA,0
138642,7(S)-hydroperoxy-17(S)-hydroxydocosahexaenoic acid,NA,NA,138642,NA,NA,NA,1
138643,Resolvin D6,NA,25073193,138643,NA,NA,CC/C=C\C(O)/C=C/C=C\C/C=C\C/C=C\C=C\(O)CCC(=O)O,1
138645,Resolvin D5,HMDB0004038,16061139,138645,NA,NA,CC\C=C/C[C@H](O)\C=C\C=C/C\C=C/C=C/[C@@H](O)\C=C/CCCC(O)=O,1
138646,7S(8)-epoxy-17(S)-hydroxydocosahexaenoic acid,NA,NA,138646,NA,NA,NA,1
138647,4S(5)-epoxy-17(S)-hydroxydocosahexaenoic acid,NA,NA,138647,NA,NA,NA,1
138648,NA,NA,NA,NA,NA,NA,NA,0
138649,NA,NA,NA,NA,NA,NA,NA,0
138653,Protectin DX,NA,11667655,138653,NA,NA,CC/C=C\C(O)/C=C/C=C\C=C\(O)C/C=C\C/C=C\CCC(=O)O,1
138655,Neuroprotectin D1,HMDB0003689,16042541,138655,NA,NA,CC\C=C/C[C@H](O)\C=C/C=C/C=C/[C@H](O)C\C=C/C\C=C/CCC(O)=O,1
138673,"(4Z,7Z,10Z,13Z,15E,17S)-17-hydroxydocosapentaenoic acid",NA,72205181,138673,NA,NA,OC(CC/C=C\C/C=C\C/C=C\C/C=C\C=C\[C@H](CCCCC)O)=O,1
138674,"10(S),17(S)-dihydroxy-omega 6-docosapentaenoic acid",NA,NA,138674,NA,NA,NA,1
138881,NA,NA,NA,NA,NA,NA,NA,0
139048,NA,NA,NA,NA,NA,NA,NA,0
139051,NA,NA,NA,NA,NA,NA,NA,0
139150,NA,NA,NA,NA,NA,NA,NA,0
139350,alpha-D-Gal-(1->3)-alpha-D-GlcNAc-(1->4)-D-Gal-yl group,NA,NA,139350,NA,NA,[C@H]1([C@@H]([C@H](O)[C@@H](O)[C@@H](O[C@H]2[C@H](O)[C@H](O[C@@H]([C@@H]2NC(C)=O)O[C@H]3[C@H](OC(*)[C@H](O)[C@H]3O)CO)CO)O1)O)CO,1
139351,alpha-L-Fuc-(1->2)-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-alpha-D-Gal-yl group,NA,NA,139351,NA,NA,O[C@@H]1[C@H]([C@@H](O[C@@H]([C@@H]1O)CO)O[C@H]2[C@@H]([C@@H](NC(C)=O)[C@H](O[C@@H]3[C@H]([C@H](O[C@@H]([C@@H]3O)CO)*)O)O[C@@H]2CO)O)O[C@@H]4O[C@H]([C@H]([C@H]([C@@H]4O)O)O)C,1
139352,alpha-D-GalNAc-(1->3)-[alpha-L-Fuc-(1->2)]-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-alpha-D-Gal-yl group,NA,NA,139352,NA,NA,O([C@H]1[C@H](O[C@H]([C@H](O[C@H]2[C@H]([C@@H]([C@@H]([C@@H](O2)C)O)O)O)[C@H]1O)O[C@H]3[C@@H](O)[C@H](O[C@@H]([C@@H]3NC(C)=O)*)CO)CO)[C@@H]4[C@@H]([C@H]([C@H](O)[C@H](O4)CO)O[C@@H]5[C@H](O)[C@@H](O)[C@H]([C@H](O5)CO)O)NC(C)=O,1
139353,alpha-D-Gal-(1->3)-[alpha-L-Fuc-(1->2)]-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-alpha-D-Gal-yl group,NA,NA,139353,NA,NA,O([C@@H]1[C@H]([C@@H](O[C@@H]([C@@H]1O)CO)O[C@H]2[C@@H]([C@@H](NC(C)=O)[C@H](O[C@@H]3[C@H]([C@H](O[C@@H]([C@@H]3O)CO)*)O)O[C@@H]2CO)O)O[C@@H]4O[C@H]([C@H]([C@H]([C@@H]4O)O)O)C)[C@H]5O[C@H](CO)[C@@H]([C@@H]([C@H]5O)O)O,1
140162,beta-D-Gal-(1->3)-beta-D-GlcNAc-(1->3)-alpha-D-Gal-yl group,NA,NA,140162,NA,NA,O[C@@H]1[C@H]([C@@H](O[C@@H]([C@@H]1O)CO)O[C@@H]2[C@@H](NC(C)=O)[C@H](O[C@@H]3[C@H]([C@H](O[C@@H]([C@@H]3O)CO)*)O)O[C@H](CO)[C@H]2O)O,1
140180,alpha-L-Fuc-(1->2)-beta-D-Gal-(1->3)-beta-D-GlcNAc-(1->3)-alpha-D-Gal-yl group,NA,NA,140180,NA,NA,O[C@@H]1[C@H]([C@@H](O[C@@H]([C@@H]1O)CO)O[C@@H]2[C@@H](NC(C)=O)[C@H](O[C@@H]3[C@H]([C@H](O[C@@H]([C@@H]3O)CO)*)O)O[C@H](CO)[C@H]2O)O[C@@H]4O[C@H]([C@H]([C@H]([C@@H]4O)O)O)C,1
140186,alpha-L-Fuc-(1->2)-[alpha-D-GalNAc-(1->3)]-beta-D-Gal-(1->3)-beta-D-GlcNAc-(1->3)-alpha-D-Gal-yl group,NA,NA,140186,NA,NA,O([C@@H]1[C@H]([C@@H](O[C@@H]([C@@H]1O)CO)O[C@@H]2[C@@H](NC(C)=O)[C@H](O[C@@H]3[C@H]([C@H](O[C@@H]([C@@H]3O)CO)*)O)O[C@H](CO)[C@H]2O)O[C@@H]4O[C@H]([C@H]([C@H]([C@@H]4O)O)O)C)[C@H]5O[C@H](CO)[C@@H]([C@@H]([C@H]5NC(=O)C)O)O,1
140187,alpha-L-Fuc-(1->2)-[alpha-D-Gal-(1->3)]-beta-D-Gal-(1->3)-beta-D-GlcNAc-(1->3)-alpha-D-Gal-yl group,NA,NA,140187,NA,NA,O([C@@H]1[C@H]([C@@H](O[C@@H]([C@@H]1O)CO)O[C@@H]2[C@@H](NC(C)=O)[C@H](O[C@@H]3[C@H]([C@H](O[C@@H]([C@@H]3O)CO)*)O)O[C@H](CO)[C@H]2O)O[C@@H]4O[C@H]([C@H]([C@H]([C@@H]4O)O)O)C)[C@H]5O[C@H](CO)[C@@H]([C@@H]([C@H]5O)O)O,1
140192,"17R,(16)-epoxy-(4Z,7Z,10Z,13Z,19Z)-docosahexa-4,7,10,13,15,19-enoic acid",NA,132282523,140192,NA,NA,OC(CC/C=C\C/C=C\C/C=C\C/C=C\C=C\1/[C@@H](C/C=C\CC)O1)=O,1
140193,NA,NA,NA,NA,NA,NA,NA,0
140196,"(7S,14S)-bis(hydroperoxy)-(4Z,8E,10Z,12E,16Z,19Z)-docosahexaenoic acid",NA,132282526,140196,NA,NA,C(CC/C=C\C[C@H](OO)/C=C/C=C\C=C\[C@H](C/C=C\C/C=C\CC)OO)(O)=O,1
140200,"(7Z,9E,11E,16Z,19Z)-13,14-epoxydocosapentaenoic acid",NA,132282527,140200,NA,NA,C(C(O)=O)CCCC\C=C/C=C/C=C/C1C(C/C=C\C/C=C\CC)O1,1
140202,NA,NA,NA,NA,NA,NA,NA,0
140204,"(4Z,7Z,10Z,14E,16Z,19Z)-13-oxodocosahexaenoic acid",NA,45105202,140204,NA,NA,C(C(O)=O)C/C=C\C/C=C\C/C=C\CC(/C=C/C=C\C/C=C\CC)=O,1
140205,"(7Z,10Z,14E,16Z,19Z)-13-oxodocosapentaenoic acid",NA,45105206,140205,NA,NA,C(C(O)=O)CCCC/C=C\C/C=C\CC(/C=C/C=C\C/C=C\CC)=O,1
140218,"(4Z,7Z,10Z,12E,14S,16Z)-14-hydroxydocosapentaenoic acid",NA,72205182,140218,NA,NA,OC(CC/C=C\C/C=C\C/C=C\C=C\[C@H](C/C=C\CCCCC)O)=O,1
140220,"(4Z,8E,10Z,12E,14S,16Z,19Z)-14-hydroperoxydocosahexaenoic acid",NA,131983349,140220,NA,NA,OC(CC/C=C\CC/C=C/C=C\C=C\[C@H](C/C=C\C/C=C\CC)OO)=O,1
140222,"(7Z,10Z,12E,14S,16Z,19Z)-14-hydroperoxydocosapentaenoic acid",NA,132282529,140222,NA,NA,OC(CCCCC/C=C\C/C=C\C=C\[C@H](C/C=C\C/C=C\CC)OO)=O,1
140223,"15-deoxy-Delta(12,14)-prostaglandin J3",NA,117990534,140223,NA,NA,C(CCC(O)=O)/C=C\C[C@@H]1\C(\C(C=C1)=O)=C/C=C/C/C=C\CC,1
140224,"(16S,17S)-epoxy-(7Z,10Z,12E,14E,19Z)-docosapentaenoic acid",NA,132282530,140224,NA,NA,OC(CCCCC/C=C\C/C=C\C=C\C=C\[C@@H]1O[C@H]1C/C=C\CC)=O,1
140225,NA,NA,NA,NA,NA,NA,NA,0
140226,NA,NA,NA,NA,NA,NA,NA,0
140234,"7,8-epoxy,17-hydroxy-(9E,11E,13Z,15E,19Z)-docosapentaenoic acid",NA,132282532,140234,NA,NA,OC(CCCCCC1C(/C=C/C=C/C=C\C=C\C(C/C=C\CC)O)O1)=O,1
140238,"(4Z,7Z,10Z,13Z,15E,19Z)-17-oxodocosahexaenoic acid",NA,45105201,140238,NA,NA,C(C(O)=O)C/C=C\C/C=C\C/C=C\C\C=C/C=C/C(C/C=C\CC)=O,1
140239,"(7Z,10Z,13Z,15E,19Z)-17-oxodocosapentaenoic acid",NA,45105199,140239,NA,NA,C(C(O)=O)CCCC/C=C\C/C=C\C\C=C/C=C/C(C/C=C\CC)=O,1
140243,22-hydroxyprotectin D1,NA,89101936,140243,NA,NA,OC(CC/C=C\C/C=C\C[C@H](\C=C\C=C\C=C/[C@H](C/C=C\CCO)O)O)=O,1
140244,"(6E,8Z,11Z,14Z,17Z)-5-oxoicosapentaenoic acid",NA,102164179,140244,NA,NA,C(\CC)=C\C/C=C\C/C=C\C/C=C\C=C\C(CCCC(=O)O)=O,1
140245,"(7S,17S)-bis(hydroperoxy)-(4Z,8E,10Z,13Z,15E,19Z)-docosahexaenoic acid",NA,16086878,140245,NA,NA,C(C(O)=O)C/C=C\C[C@@H](/C=C/C=C\C/C=C\C=C\[C@H](C/C=C\CC)OO)OO,1
140248,"(8E,10Z,13Z,15E,19Z)-7,17-bis(hydroperoxy)docosapentaenoic acid",NA,132472310,140248,NA,NA,C(C(O)=O)CCCCC(/C=C/C=C\C/C=C\C=C\C(C/C=C\CC)OO)OO,1
140250,"(8E,10Z,13Z,16Z,19Z)-7-hydroxydocosapentaenoic acid",NA,11559293,140250,NA,NA,C(C(O)=O)CCCCC(/C=C/C=C\C/C=C\C/C=C\C/C=C\CC)O,1
140252,"(4Z,8E,10Z,13Z,16Z,19Z)-7-oxodocosahexaenoic acid",NA,132472311,140252,NA,NA,C(C(O)=O)C/C=C\CC(/C=C/C=C\C/C=C\C/C=C\C/C=C\CC)=O,1
140253,"(8E,10Z,13Z,16Z,19Z)-7-oxodocosapentaenoic acid",NA,132472312,140253,NA,NA,C(C(O)=O)CCCCC(/C=C/C=C\C/C=C\C/C=C\C/C=C\CC)=O,1
140256,"(7R,14S)-dihydroxy-(8E,10E,12Z,16Z,19Z)-docosapentaenoic acid",NA,132472313,140256,NA,NA,C(=C/[C@H](C/C=C\C/C=C\CC)O)/C=C/C=C/[C@@H](CCCCCC(O)=O)O,1
140257,"13,14(S)-dihydroxy-(7Z,9E,11E,16Z,19Z)-docosapentaenoic acid",NA,132472314,140257,NA,NA,C(\C=C\C=C\C([C@@H](O)C/C=C\C/C=C\CC)O)=C\CCCCCC(O)=O,1
140258,"14(S),21-dihydroxy-(7Z,10Z,12E,16Z,19Z)-docosapentaenoic acid",NA,132472315,140258,NA,NA,C(C(O)=O)CCCC/C=C\C\C=C/C=C/[C@H](C/C=C\C/C=C\C(C)O)O,1
140262,NA,NA,NA,NA,NA,NA,NA,0
140263,NA,NA,NA,NA,NA,NA,NA,0
140264,NA,NA,NA,NA,NA,NA,NA,0
140265,"(10R,17S)-dihydroxy-(7Z,11E,13E,15Z,19Z)-docosapentaenoic acid",NA,86288884,140265,NA,NA,C(=C\[C@H](C/C=C\CC)O)\C=C\C=C\[C@@H](C/C=C\CCCCCC(=O)O)O,1
140266,"16,17(S)-dihydroxy-(7Z,10Z,13E,14E,19Z)-docosapentaenoic acid",NA,132472319,140266,NA,NA,C(\C([C@H](C/C=C\CC)O)O)=C/C=C/C=C\C/C=C\CCCCCC(=O)O,1
140267,PGJ3,NA,16061112,140267,NA,NA,CC/C=C\C(O)/C=C/1C(=O)C=C1C/C=C\CCCC(=O)O,1
